image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/IMG_2776.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,ครีมขาว,โปโลลายเปีย Big Cable Polo สีครีมขาว,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2777.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,เบจอ่อน,โปโลลายเปีย Big Cable Polo สีเบจอ่อน,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2778.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,กากี,โปโลลายเปีย Big Cable Polo สีกากี,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2779.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,เทาเข้ม,โปโลลายเปีย Big Cable Polo สีเทาเข้ม,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2780.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,กรมท่า,โปโลลายเปีย Big Cable Polo สีกรมท่า,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2781.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,ดำ,โปโลลายเปีย Big Cable Polo สีดำ,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2782.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,แดงเลือดหมู,โปโลลายเปีย Big Cable Polo สีแดงเลือดหมู,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2783.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,ฟ้าพาสเทล,โปโลลายเปีย Big Cable Polo สีฟ้าพาสเทล,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2784.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,ชมพูอ่อน,โปโลลายเปีย Big Cable Polo สีชมพูอ่อน,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2785.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,น้ำตาลเข้ม,โปโลลายเปีย Big Cable Polo สีน้ำตาลเข้ม,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2786.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,ชมพูเข้ม,โปโลลายเปีย Big Cable Polo สีชมพูเข้ม,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2787.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,ฟ้า,โปโลลายเปีย Big Cable Polo สีฟ้า,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2788.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,เขียวมินท์,โปโลลายเปีย Big Cable Polo สีเขียวมินท์,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2789.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,เหลืองอ่อน,โปโลลายเปีย Big Cable Polo สีเหลืองอ่อน,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2790.png,450,https://s.shopee.co.th/19TPNjAPh,polo-cable-bigcable,น้ำเงิน,โปโลลายเปีย Big Cable Polo สีน้ำเงิน,เสื้อ,หญิง,,วินเทจ,,
