image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
#cropped/IMG_2933.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวปักดาว,ฟ้าอ่อน,เสื้อสายเดี่ยวเลเยอร์ปักลูกปัดลายดาว สีฟ้าอ่อน,เสื้อ,หญิง,,แคชชวล,,off
#cropped/IMG_2934.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวปักดาว,ดำ,เสื้อสายเดี่ยวเลเยอร์ปักลูกปัดลายดาว สีดำ,เสื้อ,หญิง,,แคชชวล,,
#cropped/IMG_2935.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวปักดาว,ครีม,เสื้อสายเดี่ยวเลเยอร์ปักลูกปัดลายดาว สีครีม,เสื้อ,หญิง,,แคชชวล,,
#cropped/IMG_2936.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวปักดาว,เขียวมิ้นท์อ่อน,เสื้อสายเดี่ยวเลเยอร์ปักลูกปัดลายดาว สีเขียวมิ้นท์อ่อน,เสื้อ,หญิง,,แคชชวล,,
#cropped/IMG_2937.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวปักดาว,ชมพูอ่อน,เสื้อสายเดี่ยวเลเยอร์ปักลูกปัดลายดาว สีชมพูอ่อน,เสื้อ,หญิง,,แคชชวล,,off
#cropped/IMG_2938.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวปักดาว,ขาว,เสื้อสายเดี่ยวเลเยอร์ปักลูกปัดลายดาว สีขาว,เสื้อ,หญิง,,แคชชวล,,
#cropped/IMG_2939.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวเลเยอร์เดรปเข็มกลัด,ครีม,เสื้อสายเดี่ยวเลเยอร์ผ้าเดรปตกแต่งเข็มกลัด สีครีม,เสื้อ,หญิง,,แคชชวล,,
#cropped/IMG_2940.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวเลเยอร์เดรปเข็มกลัด,ฟ้าอ่อน,เสื้อสายเดี่ยวเลเยอร์ผ้าเดรปตกแต่งเข็มกลัด สีฟ้าอ่อน,เสื้อ,หญิง,,แคชชวล,,
#cropped/IMG_2941.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวลูกไม้เกล็ดกลิตเตอร์,ชมพู,เสื้อสายเดี่ยวเลเยอร์ปักลูกไม้เกล็ดกลิตเตอร์ สีชมพู,เสื้อ,หญิง,,แคชชวล,,
#cropped/IMG_2942.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวลูกไม้เกล็ดกลิตเตอร์,ฟ้าอ่อน,เสื้อสายเดี่ยวเลเยอร์ปักลูกไม้เกล็ดกลิตเตอร์ สีฟ้าอ่อน,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2943.png,750,https://s.shopee.co.th/1gHpGFdZla,เสื้อสายเดี่ยวลูกไม้เกล็ดกลิตเตอร์,ขาว,เสื้อสายเดี่ยวเลเยอร์ปักลูกไม้เกล็ดกลิตเตอร์ สีขาว,เสื้อ,หญิง,,แคชชวล,,off
