image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/darkbrown.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,น้ำตาลเข้ม,เสื้อแขนกุดปักกระดุม Garçon.dept สีน้ำตาลเข้ม,เสื้อ,ทุกเพศ,,สตรีท,,
cropped/black.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,ดำ,เสื้อแขนกุดปักกระดุม Garçon.dept สีดำ,เสื้อ,ทุกเพศ,,สตรีท,,
cropped/greycream.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,เทาครีม,เสื้อแขนกุดปักกระดุม Garçon.dept สีเทาครีม,เสื้อ,ทุกเพศ,,สตรีท,,
cropped/blackwaffle.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,ดำวาฟเฟิล,เสื้อแขนกุดปักกระดุม Garçon.dept สีดำ (ผ้าวาฟเฟิล),เสื้อ,ทุกเพศ,,สตรีท,,
cropped/cream.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,ครีม,เสื้อแขนกุดปักกระดุม Garçon.dept สีครีม,เสื้อ,ทุกเพศ,,สตรีท,,
cropped/grey.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,เทา,เสื้อแขนกุดปักกระดุม Garçon.dept สีเทา,เสื้อ,ทุกเพศ,,สตรีท,,
cropped/navy.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,กรมท่า,เสื้อแขนกุดปักกระดุม Garçon.dept สีกรมท่า,เสื้อ,ทุกเพศ,,สตรีท,,
cropped/charcoalbrown.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,ชาโคลน้ำตาล,เสื้อแขนกุดปักกระดุม Garçon.dept สีชาโคลน้ำตาล (ผ้าวาฟเฟิล),เสื้อ,ทุกเพศ,,สตรีท,,
cropped/lightgrey.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,เทาอ่อน,เสื้อแขนกุดปักกระดุม Garçon.dept สีเทาอ่อน,เสื้อ,ทุกเพศ,,สตรีท,,
cropped/darkgrey.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,เทาเข้ม,เสื้อแขนกุดปักกระดุม Garçon.dept สีเทาเข้ม (ผ้าวาฟเฟิล),เสื้อ,ทุกเพศ,,สตรีท,,
cropped/navywaffle.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,กรมท่าวาฟเฟิล,เสื้อแขนกุดปักกระดุม Garçon.dept สีกรมท่า (ผ้าวาฟเฟิล),เสื้อ,ทุกเพศ,,สตรีท,,
cropped/bluegrey.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,เทาฟ้า,เสื้อแขนกุดปักกระดุม Garçon.dept สีเทาฟ้า (ผ้าวาฟเฟิล),เสื้อ,ทุกเพศ,,สตรีท,,
cropped/grey2.png,490,https://s.shopee.co.th/1qbHDA070g,garcon-buttons-tank,เทาหม่น,เสื้อแขนกุดปักกระดุม Garçon.dept สีเทาหม่น,เสื้อ,ทุกเพศ,,สตรีท,,
