image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/IMG_2764.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,ดำ,เสื้อกล้ามลูกไม้ Lila Tank Top สีดำ,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2765.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,ขาว,เสื้อกล้ามลูกไม้ Lila Tank Top สีขาว,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2768.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,ฟ้าอ่อน,เสื้อกล้ามลูกไม้ Lila Tank Top สีฟ้าอ่อน,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2769.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,ชมพูอ่อน,เสื้อกล้ามลูกไม้ Lila Tank Top สีชมพูอ่อน,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2770.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,เทา,เสื้อกล้ามลูกไม้ Lila Tank Top สีเทา,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2771.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,ครีม,เสื้อกล้ามลูกไม้ Lila Tank Top สีครีม,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2772.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,เหลืองอ่อน,เสื้อกล้ามลูกไม้ Lila Tank Top สีเหลืองอ่อน,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2773.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,มินท์,เสื้อกล้ามลูกไม้ Lila Tank Top สีมินท์,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2774.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,น้ำตาลเข้ม,เสื้อกล้ามลูกไม้ Lila Tank Top สีน้ำตาลเข้ม,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2775.png,336,https://s.shopee.co.th/2qTemHtbAe,lace-tank-lila,ม่วงลาเวนเดอร์,เสื้อกล้ามลูกไม้ Lila Tank Top สีม่วงลาเวนเดอร์,เสื้อ,หญิง,,แคชชวล,,
