image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/IMG_2726.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-comb,ขาว,เสื้อยืดผู้หญิง STYLIST ลายหวี สีขาว,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2727.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-comb,ฟ้าอ่อน,เสื้อยืดผู้หญิง STYLIST ลายหวี สีฟ้าอ่อน,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2728.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-text,ดำ,เสื้อยืดผู้หญิง STYLIST ลาย Soft Heart Sharp Mouth สีดำ,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2729.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-text,ขาว,เสื้อยืดผู้หญิง STYLIST ลาย Soft Heart Sharp Mouth สีขาว,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2730.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-heart,ชมพูอ่อน,เสื้อยืดผู้หญิง STYLIST ลาย st หัวใจ สีชมพูอ่อน,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2731.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-heart,เทาเข้ม,เสื้อยืดผู้หญิง STYLIST ลาย st หัวใจ สีเทาเข้ม,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2732.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-heart,ขาว,เสื้อยืดผู้หญิง STYLIST ลาย st หัวใจ สีขาว,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2733.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-elegance,ขาว,เสื้อยืดผู้หญิง STYLIST ลาย Elegance is Refusal สีขาว,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2734.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-elegance,กรมท่า,เสื้อยืดผู้หญิง STYLIST ลาย Elegance is Refusal สีกรมท่า,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2735.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-basic,ขาว,เสื้อยืดผู้หญิง STYLIST โลโก้เรียบ สีขาว,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2736.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-basic,ดำ,เสื้อยืดผู้หญิง STYLIST โลโก้เรียบ สีดำ,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2737.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-basic,ชมพู,เสื้อยืดผู้หญิง STYLIST โลโก้เรียบ สีชมพู,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2738.png,790,https://s.shopee.co.th/5VUPwQ6ks1,tshirt-018-basic,เทา,เสื้อยืดผู้หญิง STYLIST โลโก้เรียบ สีเทา,เสื้อ,หญิง,,แคชชวล,,
